x.bar,y.bar,xybar,x.edge,y.edge,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,letter
11,10,14,3,7,10,10,?,8,9,14,13,9,7,?,S
10,8,8,3,6,?,12,6,?,13,14,13,12,?,4,G
10,11,15,2,9,11,11,12,?,10,?,13,14,5,6,Z
9,10,16,2,8,9,12,?,9,11,15,?,?,6,7,Z
11,10,9,3,5,?,12,4,8,11,?,17,13,12,4,O
8,9,9,3,4,?,?,2,3,9,15,17,11,?,2,D
11,4,11,2,1,3,8,3,?,11,?,13,12,10,3,A
10,10,18,1,0,7,10,3,3,11,12,?,13,7,?,I
11,9,10,5,6,14,11,4,9,11,13,?,?,11,3,O
13,9,13,4,5,?,12,6,8,?,12,?,10,9,6,D
9,13,10,4,7,12,11,8,8,?,14,10,9,14,3,R
9,11,10,4,4,?,?,9,9,?,14,14,?,12,5,O
10,13,18,6,6,10,11,10,9,?,14,16,15,11,4,P
7,12,13,4,6,?,8,?,15,13,16,13,14,6,6,K
9,16,11,3,2,6,13,4,4,11,?,14,?,11,3,V
10,11,20,1,2,9,?,10,12,10,10,10,?,?,5,J
11,14,9,12,2,?,14,4,9,10,15,?,18,11,?,W
9,11,11,10,10,7,9,11,16,12,?,13,?,9,12,N
10,7,9,6,8,10,?,7,?,9,13,13,10,11,4,L
9,7,10,4,11,9,14,6,9,10,13,15,10,10,?,L
12,10,13,7,6,?,7,9,?,8,15,13,12,9,5,R
7,11,11,13,3,7,11,12,?,10,16,14,16,8,?,W
8,11,11,4,11,?,12,10,9,14,?,?,12,12,?,C
6,17,15,2,6,9,?,10,10,4,13,13,12,15,4,P
7,8,13,4,6,9,12,?,12,14,?,11,12,10,8,G
11,8,10,11,5,?,9,8,?,?,17,15,?,11,7,M
7,18,13,1,0,6,10,?,8,10,11,12,12,7,?,T
10,13,9,7,3,?,?,6,?,10,14,16,13,10,6,N
9,9,13,4,3,6,?,4,6,?,16,15,12,6,3,K
10,9,13,5,6,8,10,10,?,11,14,?,10,6,?,K
10,9,9,14,5,11,9,8,?,?,16,17,?,10,6,M
10,11,10,3,11,14,12,?,11,9,11,9,10,?,?,B
11,20,9,1,0,7,?,6,9,12,11,15,?,8,?,T
10,11,12,6,5,10,8,?,12,10,?,13,?,10,7,J
9,11,10,5,0,7,12,?,?,?,13,11,13,12,4,V
10,12,16,1,5,8,?,7,10,4,?,13,12,10,6,P
10,11,8,3,8,15,?,?,12,11,?,16,10,10,5,G
14,9,16,5,7,?,14,?,?,7,14,14,13,11,6,P
9,9,8,1,12,?,12,9,?,10,13,12,13,8,5,S
8,11,8,4,7,10,11,8,?,11,?,12,11,10,?,R
8,9,12,8,4,8,11,14,14,14,13,11,?,?,7,K
9,13,10,5,11,5,11,7,12,?,11,?,16,?,8,Y
1,1,0,1,0,11,11,8,10,10,12,?,?,10,2,L
13,11,17,4,5,8,11,?,12,7,?,12,11,7,6,F
11,12,10,3,1,6,13,3,3,10,14,16,?,11,2,V
10,6,9,4,6,8,9,10,13,11,17,?,12,?,?,Q
11,10,10,1,3,?,9,2,3,10,?,16,13,7,?,I
13,7,9,4,6,5,11,7,9,?,13,12,13,?,4,I
11,9,9,3,9,11,12,7,?,8,?,12,12,?,6,B
12,10,6,5,7,?,13,7,?,15,12,16,11,13,9,Q
7,15,16,4,5,10,10,?,10,6,14,12,17,7,4,T
10,7,8,15,12,8,16,8,13,11,12,15,11,13,13,Q
12,9,12,5,7,8,11,10,?,9,?,10,12,9,?,B
11,8,9,4,6,12,11,?,5,11,15,17,?,12,?,Q
11,11,9,4,4,11,11,9,10,11,12,10,12,?,5,O
7,14,10,10,2,4,?,7,?,11,?,?,14,10,8,W
11,14,7,2,3,?,14,4,6,?,15,18,14,6,?,Y
10,20,9,1,1,?,10,?,8,11,12,?,12,8,2,T
10,11,14,3,6,9,?,5,6,13,14,?,12,7,4,E
8,9,10,8,11,9,9,10,?,?,?,13,12,9,9,X
3,14,16,3,2,8,13,10,9,11,14,13,13,10,?,V
8,9,9,3,12,15,14,7,?,10,13,16,?,11,?,B
10,9,13,2,7,9,12,?,9,10,16,15,13,7,5,S
10,9,14,4,14,6,?,?,13,10,7,16,?,?,6,Z
9,14,16,1,4,9,14,7,10,1,?,?,?,11,5,P
9,11,14,8,10,?,11,14,12,?,12,10,8,9,?,B
10,10,10,4,2,?,?,6,?,11,14,14,14,10,?,U
11,7,10,7,10,?,11,11,14,?,15,11,?,12,?,Q
8,12,14,3,9,11,9,12,14,7,14,12,14,?,5,Z
10,10,11,3,9,11,13,10,12,10,13,11,12,12,?,P
8,10,12,3,6,14,?,?,7,16,14,?,12,11,4,C
11,10,13,3,4,10,?,6,6,?,14,14,?,12,3,O
6,10,15,3,6,12,?,?,12,17,12,12,12,10,?,C
10,12,7,6,3,8,11,6,9,13,?,?,13,?,8,W
11,10,14,4,5,?,12,8,?,8,15,14,10,9,?,R
8,11,11,2,6,?,13,6,?,?,14,14,13,10,2,C
7,10,14,4,3,7,12,4,6,14,15,16,11,7,?,K
5,12,13,4,3,12,11,12,?,14,16,15,15,?,7,U
12,8,15,1,4,9,10,8,8,?,11,11,12,9,3,J
9,10,10,0,1,?,11,?,?,11,7,6,13,11,2,I
10,10,18,1,1,9,?,5,6,?,?,12,13,6,2,I
11,12,10,6,9,?,10,7,11,?,11,14,14,10,6,I
11,11,10,4,8,8,11,9,14,15,11,?,13,12,9,Q
9,6,8,4,6,9,9,?,10,9,14,14,?,?,7,Q
12,12,16,4,11,?,13,?,?,?,10,12,13,9,9,J
4,15,13,3,2,8,?,11,?,?,14,14,14,10,5,V
1,14,16,0,3,10,9,6,?,12,11,15,12,8,2,F
9,12,10,16,8,7,10,12,?,11,16,15,?,10,16,M
10,10,8,4,7,9,14,?,7,12,12,15,10,13,5,Q
7,6,5,2,1,9,?,4,4,7,?,15,?,10,3,L
4,9,9,5,3,9,?,10,11,15,11,10,10,?,?,K
10,9,10,1,1,8,?,6,5,?,10,9,11,10,1,I
9,8,15,3,5,12,13,6,?,16,14,14,12,9,?,G
10,7,8,4,7,?,13,7,11,12,?,?,12,12,6,Q
8,13,16,4,7,9,8,13,12,8,13,11,16,8,?,T
7,10,13,3,7,?,8,?,12,11,15,?,?,9,7,S
18,3,19,0,0,11,?,?,9,13,10,6,11,11,3,J
3,12,13,5,4,9,9,?,14,?,14,10,13,9,?,K
11,4,10,3,2,?,10,2,2,10,15,17,10,11,1,A
11,9,13,4,9,10,12,9,?,?,?,?,12,9,10,B
11,3,9,3,3,?,?,4,7,10,15,17,12,11,3,A
16,5,16,3,4,7,10,7,7,12,13,?,10,?,3,A
7,15,12,0,4,6,11,1,3,8,16,?,?,13,2,P
11,9,9,2,7,10,?,2,2,13,15,18,?,10,3,G
10,9,13,3,5,?,12,5,7,10,?,15,12,12,4,O
10,9,15,3,7,10,12,7,?,12,?,13,13,8,6,E
8,12,13,1,4,8,?,10,11,7,12,?,16,5,6,T
9,7,10,4,0,12,?,?,3,11,16,18,13,?,1,U
9,10,8,3,10,12,13,?,?,9,?,16,12,11,?,B
12,9,14,3,6,7,11,4,7,9,14,14,?,?,4,B
10,8,10,12,2,9,8,7,5,12,16,?,10,11,?,M
12,6,14,9,8,7,9,13,10,?,13,10,6,12,?,A
12,11,10,8,6,?,?,13,11,7,15,12,10,8,6,H
9,10,14,2,8,10,?,?,7,11,13,14,14,?,3,Z
10,8,14,5,4,8,?,6,7,?,17,17,11,7,4,K
7,17,16,2,3,10,11,9,11,5,?,12,?,8,5,T
10,11,10,5,4,11,?,?,12,8,14,13,?,11,8,H
10,12,17,7,7,10,?,17,15,6,14,15,14,12,7,P
10,5,10,7,10,?,?,6,9,11,14,14,?,9,7,Q
15,11,9,11,1,7,?,9,?,11,14,?,14,?,6,W
9,9,9,5,7,14,10,?,13,?,12,12,13,?,7,G
13,7,16,0,3,?,?,6,7,10,12,13,11,9,3,J
10,10,14,7,6,7,10,13,12,10,14,10,12,?,?,K
9,6,8,4,4,?,10,?,?,11,13,?,12,11,5,A
12,8,9,7,5,10,?,?,11,8,13,?,13,10,7,U
9,10,10,9,8,?,10,?,15,11,15,?,12,10,?,R
10,8,9,3,3,?,?,7,9,10,13,10,12,12,?,A
9,6,11,2,5,8,9,?,13,14,12,?,10,6,6,L
7,10,9,4,7,11,11,5,7,15,15,?,10,8,5,K
10,9,9,7,4,7,12,6,8,13,14,?,13,11,6,C
9,11,9,1,9,?,11,10,?,?,?,9,14,8,10,Z
11,8,10,8,10,6,14,?,9,13,14,?,9,12,10,G
8,11,11,2,4,12,12,?,2,16,?,17,12,10,2,C
6,5,4,5,2,?,8,?,8,10,12,12,12,8,5,L
6,11,15,2,3,9,12,5,?,16,14,13,14,?,2,C
10,12,9,4,2,?,13,9,?,12,13,12,13,10,4,U
6,12,15,5,3,11,10,?,11,12,?,15,15,?,6,U
10,12,18,4,5,9,13,9,?,5,14,10,?,7,?,P
10,11,15,1,6,?,11,4,6,?,14,14,13,6,3,Z
10,11,9,9,13,7,9,?,13,15,15,?,14,12,11,G
10,10,10,5,8,8,11,10,11,?,?,12,11,10,11,B
8,5,12,0,3,?,11,5,7,14,?,?,11,6,3,L
10,6,9,6,9,?,9,?,9,12,14,14,11,11,?,Q
10,8,9,4,5,11,10,9,14,11,?,14,12,?,7,O
10,11,14,5,4,7,11,4,6,11,16,?,?,8,?,H
9,10,10,6,11,8,10,10,?,?,15,12,11,8,7,X
6,6,5,2,1,11,8,4,5,?,14,15,?,?,3,L
11,12,16,6,6,?,12,12,14,4,?,11,14,9,?,P
7,7,8,3,3,5,?,4,?,10,13,14,?,11,2,A
8,12,10,3,4,9,11,2,1,?,?,18,10,13,2,R
9,13,10,2,0,5,12,?,3,11,16,?,13,9,2,Y
10,9,9,3,8,12,11,4,?,11,?,15,?,8,?,X
6,10,9,5,2,11,?,7,9,14,14,13,13,11,?,U
6,6,3,2,1,11,7,?,12,8,?,?,12,8,7,L
10,11,12,5,5,12,12,?,?,6,15,15,11,9,5,D
7,9,12,5,5,7,8,?,?,8,13,9,16,11,8,Y
9,8,12,6,7,?,10,?,12,9,14,13,13,10,7,G
10,6,10,5,0,13,12,?,2,?,16,17,?,13,0,U
8,11,15,3,7,9,?,10,?,?,13,12,14,6,7,E
12,9,13,3,7,8,10,?,9,8,15,13,11,9,6,B
4,8,9,6,3,11,13,9,?,15,?,9,9,14,4,K
10,13,10,7,10,9,9,?,?,13,12,15,?,10,9,F
7,10,11,8,4,8,13,16,?,9,?,10,14,11,8,V
12,9,13,3,4,9,11,4,5,9,17,16,?,?,4,D
10,10,10,1,0,8,?,4,5,12,?,11,13,10,0,I
10,10,9,4,4,13,10,4,7,8,?,19,?,10,?,D
11,8,12,9,8,8,?,14,13,?,14,?,14,9,9,R
11,8,10,3,2,4,?,?,9,11,14,16,12,12,3,A
9,9,9,4,3,?,10,6,7,?,13,?,13,10,7,D
18,3,19,0,0,13,10,9,11,?,?,9,11,13,1,J
12,8,8,8,2,?,9,4,6,9,15,17,12,13,?,M
9,10,18,0,2,7,11,9,?,?,10,8,12,5,?,I
9,10,10,1,4,7,12,?,9,?,10,10,11,6,4,I
9,11,14,3,7,?,10,?,14,12,?,13,12,?,9,E
10,5,8,4,4,12,12,10,13,11,13,?,11,12,9,Q
9,11,10,8,7,7,?,6,?,8,13,15,14,12,7,P
8,9,9,3,11,14,13,5,?,9,?,16,12,13,?,B
8,9,9,0,4,10,13,?,1,18,?,16,11,?,?,C
9,9,7,3,7,13,11,6,11,14,12,?,9,11,3,G
16,5,14,2,3,?,11,4,7,13,15,13,10,11,3,A
4,10,14,5,3,11,?,11,12,12,?,?,15,9,6,U
11,10,10,8,7,?,13,7,10,10,?,15,12,12,11,P
8,13,17,3,3,?,12,12,13,7,12,?,15,8,?,F
10,10,11,9,12,6,11,9,12,?,14,14,8,9,9,K
8,9,12,7,2,6,?,4,6,?,15,15,13,?,4,M
2,14,14,0,2,?,9,?,6,12,?,11,13,8,1,F
10,12,10,3,1,?,13,6,?,10,?,14,14,12,4,V
10,11,8,8,13,?,12,11,?,?,15,10,17,8,15,L
9,15,17,2,3,?,13,?,11,6,13,12,15,?,5,F
11,8,8,10,3,?,?,4,7,7,16,?,11,12,6,M
10,12,9,9,4,10,12,10,13,9,?,?,12,?,8,N
10,9,9,2,9,13,10,?,7,10,13,12,13,8,?,Z
9,6,9,3,1,?,10,1,2,11,16,17,?,11,0,A
8,9,9,6,2,?,10,7,8,12,?,13,11,11,?,U
10,9,7,1,12,?,13,9,10,14,10,?,12,9,5,S
9,10,14,6,10,7,14,10,8,11,13,?,?,?,6,E
10,10,8,5,8,10,11,7,9,11,12,11,?,?,5,X
0,2,1,1,0,?,?,6,8,10,11,15,13,9,2,L
8,9,8,5,11,?,13,8,?,13,12,10,15,9,?,E
10,9,9,3,8,10,?,7,8,?,15,12,11,7,4,X
11,9,11,17,4,5,9,8,12,?,15,13,12,10,?,M
10,10,10,0,1,8,?,1,?,12,13,15,13,10,?,I
8,13,9,4,7,12,12,?,6,10,?,16,?,14,3,R
8,6,9,0,3,9,10,9,?,12,?,8,?,6,4,L
9,15,10,10,1,5,14,8,?,?,16,?,13,10,7,W
10,11,10,8,8,10,?,10,12,13,14,13,?,?,12,T
9,9,9,8,6,7,12,7,?,12,?,13,?,13,8,W
11,8,9,3,10,12,12,?,13,9,?,11,10,?,?,B
9,10,10,10,12,9,14,11,15,10,14,?,?,?,13,K
14,9,14,3,6,10,?,7,?,?,15,14,10,7,6,E
10,9,9,0,3,7,10,5,4,12,?,?,13,7,?,I
16,6,15,0,1,7,10,2,2,14,?,17,10,?,2,J
9,10,9,5,6,?,11,13,15,15,15,13,11,?,8,C
9,13,9,2,3,?,?,7,?,11,14,13,14,6,3,Y
11,11,11,4,7,?,11,6,11,13,10,?,13,12,5,Q
9,10,9,5,5,7,12,?,8,11,?,11,11,11,2,X
9,9,11,1,8,11,?,?,4,11,15,16,?,5,1,Z
12,9,14,5,5,7,12,8,10,10,13,11,?,8,7,K
10,13,18,3,3,?,12,9,11,?,14,?,14,9,4,F
7,9,8,2,6,16,11,?,12,18,11,10,11,?,?,C
10,14,10,3,0,5,12,6,12,10,13,16,15,11,2,Y
9,11,10,4,1,7,13,7,?,?,13,10,13,11,2,V
9,15,14,4,3,10,11,10,10,8,14,15,18,9,?,T
13,5,12,2,1,4,11,4,?,12,?,14,?,12,2,A
14,6,17,5,11,?,14,15,14,13,14,?,9,8,7,Q
10,11,10,4,11,11,11,8,12,11,14,?,?,8,8,T
9,10,8,3,7,11,11,3,4,10,15,15,11,?,?,X
10,12,6,7,11,8,11,?,12,?,13,11,14,9,?,R
10,5,11,11,5,8,?,9,10,15,15,15,12,12,9,C
10,8,8,10,9,8,13,6,11,?,14,14,11,10,8,V
12,5,11,5,5,6,?,10,12,12,?,8,10,10,?,A
11,10,14,6,6,8,?,11,15,12,14,10,?,7,8,K
10,11,9,5,4,11,12,3,4,10,15,?,11,?,4,H
11,10,13,3,5,?,12,5,?,?,16,16,9,8,5,R
12,8,18,1,0,?,10,5,7,13,?,12,11,8,3,J
15,7,14,8,8,8,11,13,12,10,15,?,10,8,?,R
8,10,16,5,7,12,11,9,?,12,14,11,14,?,6,E
4,16,17,4,2,9,11,?,11,10,14,15,14,?,3,V
7,11,14,7,4,8,?,?,?,?,14,12,13,9,6,K
11,15,8,3,1,9,14,6,8,?,13,12,?,?,4,T
7,13,15,2,5,9,12,?,?,7,15,16,15,9,3,F
5,14,14,4,4,9,9,8,?,12,16,14,?,8,6,H
7,13,9,4,8,12,?,?,10,10,11,16,8,14,6,R
9,9,9,4,6,8,11,3,4,11,14,17,?,10,2,X
11,10,10,4,6,12,11,6,9,11,15,18,11,?,6,H
11,9,11,5,5,9,13,8,10,11,13,12,8,9,?,R
2,15,15,1,3,10,12,9,?,?,12,13,?,9,4,F
10,5,10,4,0,18,11,9,9,?,13,14,?,?,3,U
3,14,13,7,2,?,13,10,?,11,15,17,15,?,7,W
11,10,6,1,12,14,11,?,10,9,10,11,12,8,4,S
11,8,9,9,4,6,11,?,10,?,14,12,12,?,8,O
11,12,11,4,8,10,12,?,14,11,15,11,8,9,?,R
11,9,9,4,12,11,15,9,13,?,14,?,11,11,10,B
6,12,14,3,4,?,12,?,12,9,13,14,18,?,5,Y
9,8,9,11,3,11,11,9,11,?,13,11,10,?,?,M
12,4,16,4,8,6,11,15,14,14,?,8,11,?,6,L
10,10,10,4,5,10,12,?,8,?,14,12,11,12,5,O
16,6,16,0,0,9,10,?,?,15,15,17,12,12,2,J
11,15,8,2,0,4,13,?,7,11,14,13,13,?,2,Y
10,8,12,7,6,11,12,10,14,9,13,?,11,13,?,O
10,10,18,0,2,?,?,5,6,11,13,?,12,5,2,I
12,10,6,5,9,10,12,7,12,13,?,14,?,13,6,Q
8,14,16,3,3,7,11,8,10,7,?,13,?,8,?,F
7,11,12,5,10,11,?,9,?,13,13,13,13,7,7,T
7,8,9,10,9,8,12,9,10,12,?,11,15,11,10,R
8,8,11,2,6,15,13,8,9,?,?,12,13,?,3,C
5,11,13,6,6,11,8,9,11,?,14,13,14,9,?,U
10,11,10,3,11,?,11,8,8,9,13,12,13,?,6,S
7,14,15,2,4,?,10,8,11,7,12,11,?,7,5,F
10,8,12,4,5,8,?,?,9,8,14,12,17,10,7,Y
10,8,19,1,1,9,9,4,5,?,?,14,13,9,?,J
11,8,18,2,1,8,9,5,5,14,?,15,13,?,2,J
10,10,11,5,7,8,12,8,14,?,12,?,12,12,10,Q
5,16,12,4,2,5,?,9,?,?,13,15,14,10,5,V
7,10,14,6,2,6,?,5,5,?,16,14,12,12,4,M
10,15,7,7,7,?,12,?,12,12,14,12,13,10,7,V
9,10,10,5,4,10,10,?,7,11,13,13,12,10,?,N
9,11,15,3,8,13,11,?,13,10,?,11,?,10,4,C
7,11,11,10,7,7,?,?,14,12,14,12,14,10,12,N
10,10,13,5,5,10,?,8,10,14,14,13,14,?,8,O
10,13,12,3,17,10,12,9,12,?,12,?,13,?,10,Z
7,11,14,4,3,11,10,?,5,13,14,16,?,?,2,U
11,8,9,4,1,?,13,2,?,11,15,18,14,14,0,U
9,9,12,3,3,9,?,5,6,11,?,14,12,12,4,O
10,9,10,0,1,8,12,4,?,10,8,12,12,10,?,I
11,10,9,4,6,15,?,?,11,11,13,10,13,11,5,O
14,3,13,3,4,5,10,?,10,12,?,?,9,11,4,A
12,12,18,1,4,8,14,?,7,4,14,14,14,9,2,P
2,15,15,1,3,10,10,?,7,12,?,13,15,10,2,F
12,10,11,5,9,?,10,10,?,?,13,11,11,12,7,R
5,12,13,1,5,9,11,10,12,?,13,12,16,?,5,Y
8,10,14,7,4,8,9,?,?,13,13,10,10,?,9,K
9,8,10,5,13,?,10,11,13,12,11,11,9,12,?,K
11,10,10,4,8,8,?,9,15,15,?,12,12,12,?,Q
10,7,9,3,4,?,?,10,10,10,12,9,11,11,?,A
9,14,6,14,3,9,13,?,19,?,20,16,?,10,9,M
10,8,13,4,5,9,?,?,13,11,16,14,12,8,8,H
12,8,17,3,5,10,13,12,9,12,12,11,12,12,2,I
11,11,10,7,10,9,12,?,10,?,13,13,10,13,10,R
9,13,14,7,2,7,?,5,7,?,15,16,14,?,?,N
10,10,14,8,10,?,12,13,10,11,14,13,9,10,?,B
10,9,8,6,4,?,13,9,15,9,10,16,16,?,8,Y
11,9,9,8,5,?,10,7,9,12,13,?,12,?,?,H
8,11,18,4,4,13,12,11,14,12,13,?,?,9,5,C
9,9,8,7,0,?,11,7,9,11,11,12,12,17,5,N
12,13,5,4,10,?,14,7,14,16,12,?,10,12,7,Q
11,9,8,3,9,13,?,9,10,9,13,?,10,10,8,B
10,14,9,2,3,7,14,?,7,10,13,12,12,6,?,Y
7,14,15,3,3,8,10,11,12,?,?,?,?,9,8,T
6,18,16,3,3,9,11,?,10,6,15,14,18,10,4,T
10,10,10,4,5,8,12,7,?,11,13,?,?,10,3,X
7,8,8,4,5,18,12,5,?,?,?,16,12,10,4,D
13,9,13,3,6,9,13,7,?,9,?,15,10,8,4,B
11,6,9,3,2,3,9,2,4,11,?,18,11,11,2,A
7,13,17,3,6,?,?,12,10,7,13,10,16,7,4,T
8,8,8,3,14,15,?,?,12,9,12,12,11,12,6,B
10,10,10,9,5,?,?,9,12,9,?,?,12,8,9,D
12,9,13,3,4,9,11,5,8,9,?,16,11,7,4,X
12,8,13,4,3,8,?,4,6,9,?,?,12,8,4,D
9,9,9,3,4,11,?,3,?,?,16,19,14,10,4,D
7,10,11,6,8,12,10,12,13,20,12,11,13,10,?,C
8,9,8,7,5,11,13,11,13,?,?,10,9,?,10,L
12,11,9,4,0,5,13,8,8,?,12,12,14,11,3,V
9,14,17,3,9,5,13,10,11,8,9,8,?,10,7,J
7,11,12,2,4,7,?,4,4,8,15,16,?,10,1,P
10,6,10,1,3,9,10,5,7,13,14,?,?,5,3,L
7,10,9,4,3,9,12,2,3,?,15,?,?,15,?,K
9,16,15,5,10,7,12,13,12,5,14,?,15,10,7,F
0,20,18,1,3,8,9,6,11,7,10,15,?,12,5,F
13,7,14,6,6,9,11,?,10,10,14,?,11,9,?,G
18,5,18,1,0,?,9,9,?,15,10,?,11,12,3,J
12,20,8,0,0,?,11,6,9,12,13,11,?,?,1,T
13,9,12,4,8,?,10,7,10,?,12,8,15,8,8,I
10,10,13,0,10,16,12,5,?,12,11,13,12,4,5,Z
5,15,14,3,2,5,13,7,?,10,15,17,14,10,2,V
8,13,17,3,3,?,13,9,13,7,13,?,?,8,6,F
9,14,9,3,3,7,13,?,11,?,?,10,14,7,5,Y
6,15,12,11,3,6,11,11,?,9,15,16,?,?,8,W
9,9,6,8,0,14,10,?,?,11,14,?,11,19,5,N
9,7,9,6,10,?,?,10,11,14,14,12,14,12,?,G
11,10,7,1,12,12,11,?,8,12,13,13,13,9,3,S
8,10,10,4,5,?,12,?,11,?,12,10,11,12,?,D
7,9,8,4,6,13,12,?,12,15,?,9,11,?,9,E
10,9,14,0,10,15,?,?,?,11,12,12,12,5,3,Z
9,15,9,1,3,8,12,4,7,12,?,15,?,6,3,Y
9,8,10,3,1,13,?,1,2,?,?,16,15,13,?,U
7,11,15,3,7,10,?,5,7,13,13,13,13,?,5,E
10,7,11,4,7,9,11,10,13,9,15,13,12,11,?,O
10,9,9,3,6,?,?,3,5,12,13,17,?,11,2,G
8,10,12,2,6,9,11,?,4,14,14,16,11,?,3,G
11,9,9,4,11,8,13,7,9,10,15,14,12,9,7,X
8,10,11,4,1,?,12,8,10,?,?,11,14,11,2,V
9,9,10,0,0,7,?,7,?,10,10,9,12,?,2,I
6,7,4,1,2,8,10,3,3,11,14,?,13,?,?,L
12,8,15,3,8,11,13,?,?,10,15,?,13,?,8,S
13,4,15,4,8,?,13,11,11,14,?,12,12,9,7,Z
9,10,9,1,0,8,12,7,?,11,10,9,?,10,?,I
8,11,9,4,0,?,12,7,8,12,16,?,13,?,3,U
10,11,15,2,3,?,?,?,6,5,15,14,13,10,4,P
10,10,9,3,8,?,12,7,?,8,?,14,10,11,6,B
7,10,12,3,5,10,?,10,?,14,?,11,12,11,8,G
13,16,6,8,1,5,?,8,11,11,14,13,?,?,8,W
6,16,14,2,5,?,13,?,7,?,14,?,14,14,5,P
12,9,14,3,4,8,?,4,5,8,?,?,12,9,4,D
9,10,10,0,0,7,12,5,6,12,9,12,?,10,1,I
7,13,17,3,4,?,10,12,?,?,?,13,14,6,5,T
7,10,9,6,7,11,11,?,?,14,13,?,11,7,7,K
9,10,10,4,4,12,11,?,8,14,15,13,10,?,?,H
10,9,8,3,3,8,12,2,1,?,?,18,12,12,0,Q
5,16,13,2,4,?,?,9,?,5,?,12,12,15,7,P
5,11,10,1,9,14,11,?,7,18,?,16,11,7,4,E
8,14,9,5,8,10,12,8,11,?,13,?,10,13,4,R
9,9,9,2,9,13,12,4,5,10,?,15,13,8,3,Z
9,9,10,12,12,10,11,9,?,10,17,17,12,10,13,W
8,11,9,4,8,14,?,10,13,12,12,11,10,14,?,R
8,11,10,9,9,10,13,?,?,11,14,13,12,12,?,B
9,8,10,6,9,9,?,10,11,?,15,13,10,12,?,P
8,10,13,4,5,?,10,8,?,10,15,14,12,5,7,X
6,11,14,4,2,12,11,7,7,12,?,17,?,9,4,U
12,8,14,3,4,10,?,?,8,?,15,13,12,9,4,D
12,11,8,4,7,?,12,5,9,12,13,16,12,?,4,Q
10,4,9,4,6,?,13,11,13,13,15,?,11,13,?,Q
10,12,7,7,9,?,9,11,14,13,14,13,8,?,9,R
10,13,16,1,4,7,12,5,6,5,?,17,?,9,4,P
8,13,17,3,6,8,9,12,12,8,?,?,16,8,4,T
10,12,8,6,9,8,11,6,10,12,?,13,?,12,8,G
9,4,8,3,3,4,?,?,7,11,?,17,11,10,3,A
19,3,17,0,0,10,12,?,7,13,12,11,10,10,?,J
5,17,13,2,6,9,11,7,9,5,?,17,12,15,4,P
12,7,18,2,1,8,?,6,?,14,15,13,12,10,4,J
9,9,8,2,8,11,12,2,2,9,?,18,?,12,3,B
11,11,12,8,9,?,10,14,14,11,14,10,12,9,10,R
7,9,13,11,3,?,8,?,?,14,17,15,10,10,6,M
7,8,10,5,8,7,13,?,9,15,14,?,12,?,6,C
15,10,10,7,6,8,13,12,9,7,15,?,13,9,?,H
9,12,11,5,11,?,13,12,10,?,13,9,10,10,?,C
9,6,11,0,3,8,11,7,9,15,15,14,11,?,?,L
9,14,18,1,5,?,11,?,12,3,15,14,13,7,5,P
6,11,11,2,5,13,13,?,?,19,13,13,12,10,3,C
8,3,8,5,8,7,9,14,13,8,13,10,?,?,?,S
5,16,15,1,6,9,10,8,10,5,?,11,14,9,5,P
8,10,13,3,5,12,14,6,7,15,13,13,13,?,?,G
9,9,8,6,0,?,10,?,4,11,?,17,12,16,2,N
11,10,18,1,0,?,10,5,7,?,?,15,12,8,3,J
7,15,12,2,5,8,12,3,?,?,16,18,14,?,2,P
4,16,13,8,5,6,11,?,14,10,?,?,16,9,7,V
12,10,10,6,13,7,12,?,8,?,14,13,12,10,?,S
6,16,11,3,2,6,?,?,8,10,14,14,13,10,?,V
9,15,9,2,2,?,?,7,9,10,14,13,13,5,4,T
9,9,6,8,1,15,11,6,12,?,13,16,13,19,?,N
10,11,13,3,6,?,12,6,8,8,16,14,13,9,4,B
11,10,10,6,8,10,12,?,?,9,14,14,?,13,7,R
8,12,10,4,10,13,14,?,14,12,?,13,?,12,10,P
7,11,14,2,4,10,13,3,3,14,15,15,13,9,?,C
10,10,12,5,7,?,8,11,13,13,12,?,15,12,8,O
7,10,13,6,6,12,?,12,11,14,14,13,?,6,6,X
11,10,9,5,5,?,11,11,11,11,13,?,?,10,5,O
10,9,10,3,12,11,10,?,?,?,13,15,11,12,?,S
10,11,10,9,12,7,11,10,?,9,13,10,13,7,9,X
11,9,9,3,8,11,?,3,6,12,15,?,12,7,?,X
10,14,10,2,0,4,?,6,?,11,14,15,15,10,3,Y
8,11,10,4,1,12,12,9,11,14,?,12,12,9,7,U
14,7,15,6,7,8,11,11,12,?,?,14,9,7,9,B
0,2,0,0,1,10,12,?,12,?,11,11,13,10,4,L
11,10,9,7,8,10,?,6,6,?,?,18,11,10,6,B
10,20,10,0,1,7,10,10,?,?,13,11,12,?,3,T
9,7,10,4,1,?,11,8,7,?,?,13,12,18,4,H
10,11,9,3,1,4,?,3,3,10,15,17,14,12,2,V
10,20,9,0,0,6,?,?,5,10,14,16,11,?,2,T
9,9,10,0,0,7,?,?,4,11,?,13,12,10,?,I
13,10,10,7,16,?,10,?,13,?,12,10,13,?,15,D
10,8,9,1,8,13,13,9,10,13,12,?,9,?,3,G
9,16,16,6,11,7,10,12,12,4,?,?,16,10,?,F
8,5,7,7,9,?,7,10,15,10,17,16,?,?,11,Q
